025334,2014-04-12,각막염,마사랑동물병원
025334,2014-01-11,각막염,마사랑동물병원
025334,2013-11-16,각막염,마사랑동물병원
025334,2013-10-26,각막염,마사랑동물병원
025334,2013-10-13,"인푸렌자예방접종,선역예방접종",마사랑동물병원
025334,2013-07-20,각막염,마사랑동물병원
025334,2013-06-09,각막염,마사랑동물병원
025334,2013-05-25,각막염,마사랑동물병원
025334,2013-04-28,"인푸렌자예방접종,일본뇌염예방접종",마사랑동물병원
025334,2013-04-28,각막염,마사랑동물병원
025334,2013-03-30,각막염,마사랑동물병원
025334,2013-02-23,각막염,마사랑동물병원
025334,2013-01-26,각막염,마사랑동물병원
025334,2012-12-16,각막염,마사랑동물병원
025334,2012-11-24,각막염,마사랑동물병원
025334,2012-11-14,운동기인성 피로회복,마사랑동물병원
025334,2012-11-12,운동기인성 피로회복,마사랑동물병원
025334,2012-11-11,운동기인성 피로회복,마사랑동물병원
025334,2012-10-31,운동기인성 피로회복,마사랑동물병원
025334,2012-10-29,운동기인성 피로회복,마사랑동물병원
029170,2013-10-27,각막염,마사랑동물병원
029170,2013-08-10,각막염,마사랑동물병원
029170,2013-06-30,각막염,마사랑동물병원
029170,2013-06-29,각막염,마사랑동물병원
029170,2013-05-26,각막염,마사랑동물병원
029170,2013-05-15,운동기인성 피로회복,마사랑동물병원
029170,2013-05-04,각막염,마사랑동물병원
029170,2013-04-21,"인푸렌자예방접종,일본뇌염예방접종",마사랑동물병원
029170,2013-04-18,물리치료(레이져),서울부속동물병원
029170,2013-04-17,물리치료(레이져),서울부속동물병원
029170,2013-04-15,물리치료(레이져),서울부속동물병원
029170,2013-04-14,각막염,마사랑동물병원
029170,2013-03-24,각막염,마사랑동물병원
029170,2013-03-13,운동기인성 피로회복,마사랑동물병원
029170,2013-03-06,우후답창,마사랑동물병원
029170,2013-03-03,물리치료(레이져),서울부속동물병원
029170,2013-03-02,물리치료(레이져),서울부속동물병원
029170,2013-02-28,물리치료(레이져),서울부속동물병원
029170,2013-02-26,발목피부염(계군),마사랑동물병원
029170,2013-02-25,발목피부염(계군),마사랑동물병원
030732,2015-10-25,좌전백선열,서울부속동물병원
030732,2015-10-21,좌전 구절 좌상,마사랑동물병원
030732,2015-10-09,"인푸렌자예방접종,선역예방접종",마사랑동물병원
030732,2015-10-08,좌전 구절 좌상,마사랑동물병원
030732,2015-10-07,좌전 구절 좌상,마사랑동물병원
030732,2015-10-06,좌전 구절 좌상,마사랑동물병원
030732,2015-10-05,좌전 구절 좌상,마사랑동물병원
030732,2015-09-23,우후 구절부 찰과상,마사랑동물병원
030732,2015-09-21,우후 구절부 찰과상,마사랑동물병원
030732,2015-09-20,우후 구절부 찰과상,마사랑동물병원
030732,2015-09-19,우후 구절부 찰과상,마사랑동물병원
030732,2015-07-12,양각막염,마사랑동물병원
030732,2015-06-14,양각막염,마사랑동물병원
030732,2015-05-24,양각막염,마사랑동물병원
030732,2015-05-13,운동기인성 피로회복,마사랑동물병원
030732,2015-05-11,운동기인성 피로회복,마사랑동물병원
030732,2015-05-09,운동기인성 피로회복,마사랑동물병원
030732,2015-04-30,"인푸렌자예방접종,일본뇌염예방접종",마사랑동물병원
030732,2015-04-26,양각막염,마사랑동물병원
030732,2015-04-15,운동기인성 피로회복,마사랑동물병원
025344,2014-11-23,우각막염,마사랑동물병원
025344,2014-11-08,양각막염,마사랑동물병원
025344,2014-10-24,우전 구절 좌상,마사랑동물병원
025344,2014-10-23,우전 구절 좌상,마사랑동물병원
025344,2014-10-22,우전 구절 좌상,마사랑동물병원
025344,2014-10-21,우전 구절 좌상,마사랑동물병원
025344,2014-10-20,우전 구절 좌상,마사랑동물병원
025344,2014-10-19,우전 구절 좌상,마사랑동물병원
025344,2014-10-18,우전 구절 좌상,마사랑동물병원
025344,2014-10-17,양각막염,마사랑동물병원
025344,2014-10-13,운동기인성 피로회복,마사랑동물병원
025344,2014-10-12,운동기인성 피로회복,마사랑동물병원
025344,2014-09-20,좌전제저타박상,마사랑동물병원
025344,2014-09-05,"인푸렌자예방접종,선역예방접종",마사랑동물병원
025344,2014-08-31,각막염,마사랑동물병원
025344,2014-08-20,운동기인성 피로회복,마사랑동물병원
025344,2014-08-16,각막염,마사랑동물병원
025344,2014-08-06,운동기인성 피로회복,마사랑동물병원
025344,2014-07-16,운동기인성 피로회복,마사랑동물병원
025344,2014-07-14,운동기인성 피로회복,마사랑동물병원
030324,2015-04-04,"좌전구절찰과상,우전구절찰과상",닥터임동물병원
030324,2015-04-03,"좌전구절찰과상,우전구절찰과상",닥터임동물병원
030324,2015-04-02,"좌전구절찰과상,우전구절찰과상",닥터임동물병원
030324,2015-04-01,"좌전구절찰과상,우전구절찰과상",닥터임동물병원
030324,2014-09-14,"인푸렌자예방접종,선역예방접종",닥터임동물병원
030324,2014-08-19,좌중수부 찰과상,닥터임동물병원
030324,2014-08-18,좌중수부 찰과상,닥터임동물병원
030324,2014-08-17,좌중수부 찰과상,닥터임동물병원
030324,2014-08-16,좌중수부 찰과상,닥터임동물병원
030324,2014-06-11,운동기인성 피로회복,닥터임동물병원
030324,2014-05-21,운동기인성 피로회복,닥터임동물병원
030324,2014-05-21,"인푸렌자예방접종,일본뇌염예방접종",닥터임동물병원
030324,2014-05-19,운동기인성 피로회복,닥터임동물병원
030324,2013-11-17,감기,닥터임동물병원
030324,2013-11-16,감기,닥터임동물병원
030324,2013-11-15,감기,닥터임동물병원
030324,2013-11-10,"낭치,정치",닥터임동물병원
030324,2013-08-11,피부염,장수목장동물병원
030324,2013-08-10,피부염,장수목장동물병원
029809,2015-06-21,각막염,닥터임동물병원
029809,2015-04-26,교돌상,마사랑동물병원
029809,2015-04-25,양각막염,마사랑동물병원
029809,2015-04-25,"인푸렌자예방접종,일본뇌염예방접종",마사랑동물병원
029809,2015-03-29,양각막염,마사랑동물병원
029809,2015-03-18,운동기인성 피로회복,마사랑동물병원
029809,2015-03-16,운동기인성 피로회복,마사랑동물병원
029809,2015-03-04,운동기인성 피로회복,마사랑동물병원
029809,2015-03-02,운동기인성 피로회복,마사랑동물병원
029809,2015-03-01,운동기인성 피로회복,마사랑동물병원
029809,2015-02-24,물리치료(레이져),서울부속동물병원
029809,2015-02-24,우전완부 열창,마사랑동물병원
029809,2015-02-23,물리치료(레이져),서울부속동물병원
029809,2015-02-23,우전완부 열창,마사랑동물병원
029809,2015-02-22,물리치료(레이져),서울부속동물병원
029809,2015-02-22,우전완부 열창,마사랑동물병원
029809,2015-02-21,우전완부 열창,마사랑동물병원
029809,2015-02-20,물리치료(레이져),서울부속동물병원
029809,2015-02-20,우전완부 열창,마사랑동물병원
029809,2015-02-19,우전완부 열창,마사랑동물병원
030749,2015-10-11,우전지 부종,삼포동물병원
030749,2015-10-11,"인푸렌자예방접종,선역예방접종",삼포동물병원
030749,2015-09-07,양전지 부종,삼포동물병원
030749,2015-09-06,양전지 부종,삼포동물병원
030749,2015-09-05,우전지 부종,삼포동물병원
030749,2015-08-19,양전지 부종,삼포동물병원
030749,2015-08-18,양전지 부종,삼포동물병원
030749,2015-08-17,양전지 부종,삼포동물병원
030749,2015-08-16,좌전지 부종,삼포동물병원
030749,2015-07-28,외상기타,삼포동물병원
030749,2015-07-27,외상기타,삼포동물병원
030749,2015-07-26,외상기타,삼포동물병원
030749,2015-07-20,우전지 부종,삼포동물병원
030749,2015-07-19,우전지 부종,삼포동물병원
030749,2015-07-08,좌전지 부종,삼포동물병원
030749,2015-06-24,양전구절염,삼포동물병원
030749,2015-06-23,양전구절염,삼포동물병원
030749,2015-06-22,양전구절염,삼포동물병원
030749,2015-06-21,양전구절염,삼포동물병원
030749,2015-06-06,구내염,삼포동물병원
034506,2016-04-16,거세술,장수목장동물병원
034506,2016-04-11,거세술,장수목장동물병원
034506,2016-04-10,거세술,장수목장동물병원
034506,2016-04-09,거세술,장수목장동물병원
034506,2016-04-07,외상기타,장수목장동물병원
034506,2016-04-06,외상기타,장수목장동물병원
034506,2016-04-05,외상기타,장수목장동물병원
034506,2016-04-04,외상기타,장수목장동물병원
034506,2016-04-03,외상기타,장수목장동물병원
034506,2016-04-02,외상기타,장수목장동물병원
034506,2016-04-02,외상기타,장수목장동물병원
034506,2016-03-26,진정(보정),닥터임동물병원
034506,2015-10-18,"인푸렌자예방접종,선역예방접종",닥터임동물병원
034506,2015-09-19,정치,닥터임동물병원
034506,2015-07-05,우중수부계인대염,닥터임동물병원
034506,2015-07-04,우중수부계인대염,닥터임동물병원
034506,2015-07-03,우중수부계인대염,닥터임동물병원
034506,2015-07-02,우중수부계인대염,닥터임동물병원
034506,2015-07-01,우중수부계인대염,닥터임동물병원
034506,2015-06-30,우중수부계인대염,닥터임동물병원
027828,2017-05-21,운동기인성 피로회복,삼포동물병원
027828,2017-04-30,각막염,삼포동물병원
027828,2017-04-09,운동기인성 피로회복,삼포동물병원
027828,2017-03-18,좌후계부찰과상,삼포동물병원
027828,2017-02-15,"좌후지 근육통,우전지 부종",삼포동물병원
027828,2017-02-14,"좌후지 근육통,우전지 부종",삼포동물병원
027828,2017-02-13,"좌후지 근육통,우전지 부종",삼포동물병원
027828,2017-02-12,운동기인성 피로회복,삼포동물병원
027828,2016-12-07,양전 구절부 좌상,마사랑동물병원
027828,2016-12-06,양전 구절부 좌상,마사랑동물병원
027828,2016-12-05,양전 구절부 좌상,마사랑동물병원
027828,2016-12-04,양전 구절부 좌상,마사랑동물병원
027828,2016-12-03,양각막염,마사랑동물병원
027828,2016-11-23,운동기인성 피로회복,마사랑동물병원
027828,2016-11-21,운동기인성 피로회복,마사랑동물병원
027828,2016-11-15,우전 구절 좌상,마사랑동물병원
027828,2016-11-14,우전 구절 좌상,마사랑동물병원
027828,2016-11-13,우전 구절 좌상,마사랑동물병원
027828,2016-11-12,양각막염,마사랑동물병원
027828,2016-10-21,"인푸렌자예방접종,선역예방접종",마사랑동물병원
034751,2017-01-08,우요골 골절(우전완골 골절),서울부속동물병원
034751,2017-01-07,우제3완골판상골절,서울부속동물병원
034751,2016-12-28,운동기인성 피로회복,마사랑동물병원
034751,2016-12-21,운동기인성 피로회복,마사랑동물병원
034751,2016-12-14,운동기인성 피로회복,마사랑동물병원
034751,2016-12-13,교돌상,마사랑동물병원
034751,2016-12-12,교돌상,마사랑동물병원
034751,2016-12-11,양각막염,마사랑동물병원
034751,2016-11-30,운동기인성 피로회복,마사랑동물병원
034751,2016-11-23,운동기인성 피로회복,마사랑동물병원
034751,2016-10-12,운동기인성 피로회복,마사랑동물병원
034751,2016-10-05,운동기인성 피로회복,마사랑동물병원
034751,2016-10-02,교돌상,마사랑동물병원
034751,2016-10-01,양각막염,마사랑동물병원
034751,2016-09-18,좌완슬부 찰과상,마사랑동물병원
034751,2016-09-17,좌완슬부 찰과상,마사랑동물병원
034751,2016-09-16,좌완슬부 찰과상,마사랑동물병원
034751,2016-09-07,교돌상,마사랑동물병원
034751,2016-09-05,교돌상,마사랑동물병원
034751,2016-09-04,양각막염,마사랑동물병원
035388,2018-01-07,좌중수부 찰과상,닥터임동물병원
035388,2018-01-06,좌중수부 찰과상,닥터임동물병원
035388,2017-12-09,각막염,닥터임동물병원
035388,2017-10-14,각막염,닥터임동물병원
035388,2017-09-11,우각막염,닥터임동물병원
035388,2017-08-20,정치,닥터임동물병원
035388,2017-05-31,양제3중수골골막염,닥터임동물병원
035388,2017-05-30,양제3중수골골막염,닥터임동물병원
035388,2017-05-29,양제3중수골골막염,닥터임동물병원
035388,2017-05-28,각막염,닥터임동물병원
035388,2017-05-13,"인푸렌자예방접종,일본뇌염예방접종",닥터임동물병원
035388,2017-04-19,양제3중수골골막염,닥터임동물병원
035388,2017-04-18,양제3중수골골막염,닥터임동물병원
035388,2017-04-17,양제3중수골골막염,닥터임동물병원
035388,2017-03-27,운동기인성 피로회복,닥터임동물병원
035388,2017-03-26,운동기인성 피로회복,닥터임동물병원
035388,2017-03-25,운동기인성 피로회복,닥터임동물병원
035388,2017-03-24,발치,닥터임동물병원
035388,2017-03-21,우완슬부찰과상,닥터임동물병원
035388,2017-03-20,우완슬부찰과상,닥터임동물병원
036170,2018-10-01,좌후지교돌상,닥터임동물병원
036170,2018-09-30,좌후지교돌상,닥터임동물병원
036170,2018-09-29,좌후지교돌상,닥터임동물병원
036170,2018-09-19,운동기인성 피로회복,닥터임동물병원
036170,2018-09-17,근육통,닥터임동물병원
036170,2018-09-15,근육통,닥터임동물병원
036170,2018-08-21,좌후제관상,닥터임동물병원
036170,2018-08-16,좌후제관상,닥터임동물병원
036170,2018-08-15,좌후제관상,닥터임동물병원
036170,2018-08-14,좌후제관상,닥터임동물병원
036170,2018-08-13,좌후제관상,닥터임동물병원
036170,2018-08-12,"좌후제관상,좌후지교돌상",닥터임동물병원
036170,2018-08-01,근육통,닥터임동물병원
036170,2018-07-30,근육통,닥터임동물병원
036170,2018-07-28,근육통,닥터임동물병원
036170,2018-07-03,좌후지교돌상,닥터임동물병원
036170,2018-07-01,좌후지교돌상,닥터임동물병원
036170,2018-06-30,좌후지교돌상,닥터임동물병원
036170,2018-06-15,외이염,닥터임동물병원
036170,2018-06-13,진드기교창,서울부속동물병원
040017,2018-10-17,교돌상,마사랑동물병원
040017,2018-10-16,교돌상,마사랑동물병원
040017,2018-10-15,교돌상,마사랑동물병원
040017,2018-10-14,양각막염,마사랑동물병원
040017,2018-08-27,요배통,마사랑동물병원
040017,2018-08-26,요배통,마사랑동물병원
040017,2018-08-25,양각막염,마사랑동물병원
040017,2018-08-12,양후지 근육통,마사랑동물병원
040017,2018-07-24,"교돌상,운동기인성 피로회복",마사랑동물병원
040017,2018-07-23,"교돌상,운동기인성 피로회복",마사랑동물병원
040017,2018-07-22,양각막염,마사랑동물병원
040017,2018-07-08,운동기인성 피로회복,마사랑동물병원
040017,2018-06-26,교돌상,마사랑동물병원
040017,2018-06-25,운동기인성 피로회복,마사랑동물병원
040017,2018-06-24,양각막염,마사랑동물병원
040017,2018-05-08,교돌상,마사랑동물병원
040017,2018-05-07,교돌상,마사랑동물병원
040017,2018-05-06,양각막염,마사랑동물병원
040017,2018-05-06,"인푸렌자예방접종,일본뇌염예방접종",마사랑동물병원
040017,2018-04-24,운동기인성 피로회복,마사랑동물병원
038053,2018-09-11,우중수부찰과상,삼포동물병원
038053,2018-09-10,우중수부찰과상,삼포동물병원
038053,2018-09-09,우중수부찰과상,삼포동물병원
038053,2018-07-26,우후지 부종,삼포동물병원
038053,2018-07-25,우후지 부종,삼포동물병원
038053,2018-07-18,좌전지 부종,삼포동물병원
038053,2018-07-17,좌전지 부종,삼포동물병원
038053,2018-07-16,좌전지 부종,삼포동물병원
038053,2018-05-22,좌전지 근육통,삼포동물병원
038053,2018-05-21,좌전지 근육통,삼포동물병원
038053,2018-05-20,좌전지 근육통,삼포동물병원
038053,2018-05-02,"인푸렌자예방접종,일본뇌염예방접종",삼포동물병원
038053,2018-04-11,좌후계부찰과상,삼포동물병원
038053,2018-04-10,좌후계부찰과상,삼포동물병원
038053,2018-01-25,운동기인성 피로회복,삼포동물병원
038053,2018-01-24,운동기인성 피로회복,삼포동물병원
038053,2017-12-13,우중족부찰과상,삼포동물병원
038053,2017-12-12,우중족부찰과상,삼포동물병원
038053,2017-12-11,우중족부찰과상,삼포동물병원
038053,2017-12-10,우중족부찰과상,삼포동물병원
039502,2018-11-03,우요완골골연골증,서울부속동물병원
039502,2018-10-24,좌중수부 찰과상,마사랑동물병원
039502,2018-10-22,좌중수부 찰과상,마사랑동물병원
039502,2018-10-21,좌중수부 찰과상,마사랑동물병원
039502,2018-10-07,양각막염,마사랑동물병원
039502,2018-09-26,교돌상,마사랑동물병원
039502,2018-09-25,교돌상,마사랑동물병원
039502,2018-09-23,교돌상,마사랑동물병원
039502,2018-09-05,좌전 구절 좌상,마사랑동물병원
039502,2018-09-04,좌전 구절 좌상,마사랑동물병원
039502,2018-09-03,좌전 구절 좌상,마사랑동물병원
039502,2018-09-02,교돌상,마사랑동물병원
039502,2018-08-22,운동기인성 피로회복,마사랑동물병원
039502,2018-08-20,좌중족부찰과상,마사랑동물병원
039502,2018-08-19,좌중족부찰과상,마사랑동물병원
039502,2018-08-15,"일,열사병",마사랑동물병원
039502,2018-08-13,좌중족부찰과상,마사랑동물병원
039502,2018-08-12,좌중족부찰과상,마사랑동물병원
039502,2018-08-08,우비절부 찰과상,마사랑동물병원
039502,2018-08-01,양제3중수골골막염,마사랑동물병원
